gene_id	gene_name	length	Calu3_polyA_series1-S2-24h-A	Calu3_polyA_series1-S2-24h-B	RPKM_1	RPKM_2	Expr
ENSG00000228717.1	AF013593.1	1487	0	0	0	0	0
ENSG00000228718.2	LINC02521	1831	0	0	0	0	0
ENSG00000228719.1	AL022313.2	372	1	1	0.603163339	0.43554195	0.519352645
ENSG00000228723.6	SRGAP3-AS2	1439	0	0	0	0	0
ENSG00000228725.3	MTND2P12	1252	0	0	0	0	0
ENSG00000228727.9	SAPCD1	1360	16	21.5	2.639726614	2.56137097	2.600548792
ENSG00000228728.1	PPIAP91	494	0	0	0	0	0
ENSG00000228729.1	AL627308.1	821	0	0	0	0	0
ENSG00000228734.2	AC096543.2	859	0	0	0	0	0
ENSG00000228735.1	AC011228.1	757	0	0	0	0	0
ENSG00000228737.2	AC008781.1	621	2	0	0.722630474	0	0.361315237
ENSG00000228739.1	AL162384.1	499	0	0	0	0	0
ENSG00000228741.2	AL445985.1	1721	0	0	0	0	0
ENSG00000228742.10	LINC02577	4271	13	25	0.682954322	0.948382144	0.815668233
ENSG00000228744.1	RPS3AP30	848	0	0	0	0	0
ENSG00000228748.2	AL450306.1	3532	1	0	0.06352683	0	0.031763415
ENSG00000228750.6	LINC01672	2188	0	1	0	0.074050094	0.037025047
ENSG00000228751.1	AC004022.1	1066	0	0	0	0	0
ENSG00000228753.1	EIF4BP2	1794	0	0	0	0	0
ENSG00000228755.1	PABPC1P8	2086	0	0	0	0	0
ENSG00000228759.1	FAF2P1	1298	1	0	0.172863453	0	0.086431727
ENSG00000228766.3	RPL7L1P8	741	0	1	0	0.218652639	0.10932632
ENSG00000228767.1	KRT8P18	1445	0	0	0	0	0
ENSG00000228768.3	AC003101.1	459	0	1	0	0.352988247	0.176494124
ENSG00000228769.1	ABCF2P2	296	0	0	0	0	0
ENSG00000228772.2	AL033539.1	743	0	0	0	0	0
ENSG00000228775.7	WEE2-AS1	3504	3	7	0.192103392	0.323673299	0.257888345
ENSG00000228779.1	Z69666.1	801	0	0	0	0	0
ENSG00000228781.1	AL353705.1	480	1	0	0.467451588	0	0.233725794
ENSG00000228782.7	MRPL45P2	2098	17	14	1.818114851	1.081173726	1.449644289
ENSG00000228783.1	AL358976.1	392	0	0	0	0	0
ENSG00000228784.8	LINC00954	4808	1	1	0.04666738	0.033698337	0.040182859
ENSG00000228789.7	HCG22	2211	0	0	0	0	0
ENSG00000228791.7	THRB-AS1	6386	1	2	0.035135728	0.050742751	0.04293924
ENSG00000228792.2	AL356310.1	585	0	0	0	0	0
ENSG00000228793.1	AL138881.1	789	0	0	0	0	0
ENSG00000228794.8	LINC01128	9470	19	20	0.45017513	0.342178681	0.396176906
ENSG00000228797.2	FAM207BP	505	4	8	1.777241681	2.566678899	2.17196029
ENSG00000228799.5	LINC01939	759	0	0	0	0	0
ENSG00000228801.5	AC064807.1	2055	5	5	0.545928862	0.394213152	0.470071007
ENSG00000228802.1	AC073641.1	429	0	0	0	0	0
ENSG00000228807.1	MRPS18CP6	223	0	0	0	0	0
ENSG00000228808.1	HMGB3P4	514	2	0	0.873061331	0	0.436530666
ENSG00000228809.2	AL034428.1	1700	0	0	0	0	0
ENSG00000228812.7	LAMA5-AS1	843	0	0	0	0	0
ENSG00000228814.4	AC017007.1	415	0	0	0	0	0
ENSG00000228815.1	MARK2P13	1849	0	0	0	0	0
ENSG00000228816.1	AK3P5	519	1	0	0.432325168	0	0.216162584
ENSG00000228817.4	BACH1-IT2	1291	1	2	0.173800745	0.251001713	0.212401229
ENSG00000228818.1	AL359918.1	2720	43	65	3.547132638	3.871839838	3.709486238
ENSG00000228819.1	AL049792.1	1262	0	1	0	0.12838479	0.064192395
ENSG00000228820.2	RPSAP1	880	0	0	0	0	0
ENSG00000228824.6	MIR4500HG	3273	0	0	0	0	0
ENSG00000228825.1	LAMTOR3P1	370	0	0	0	0	0
ENSG00000228826.2	AL592494.1	309	2	0	1.452276778	0	0.726138389
ENSG00000228828.1	TLK2P2	2240	0	1	0	0.072331074	0.036165537
ENSG00000228830.1	AL160408.2	693	0	1	0	0.233797411	0.116898705
ENSG00000228834.1	AL445189.2	259	3	1	2.598958635	0.625566045	1.61226234
ENSG00000228835.1	AC012123.1	1661	0	0	0	0	0
ENSG00000228836.8	CT45A5	1161	0	0	0	0	0
ENSG00000228837.2	CBX3P6	527	0	0	0	0	0
ENSG00000228838.1	AL355483.2	675	0	0	0	0	0
ENSG00000228839.5	PIK3IP1-AS1	622	0	1	0	0.260484896	0.130242448
ENSG00000228843.2	AL133410.2	696	0	0	0	0	0
ENSG00000228844.1	AL358176.3	454	0	0	0	0	0
ENSG00000228847.1	ATP5MC2P4	420	2	6	1.068460772	2.314594365	1.691527569
ENSG00000228848.3	AC105402.2	358	0	0	0	0	0
ENSG00000228851.1	MTCO3P4	787	0	0	0	0	0
ENSG00000228852.6	AC092802.2	1418	0	0	0	0	0
ENSG00000228857.2	AC104653.1	671	1	0	0.334391598	0	0.167195799
ENSG00000228861.5	RPL23AP12	473	0	0	0	0	0
ENSG00000228862.4	AC068389.1	6063	0	0	0	0	0
ENSG00000228863.8	AL121985.1	4121	1	0	0.054447164	0	0.027223582
ENSG00000228868.3	MYLKP1	1580	0	0	0	0	0
ENSG00000228869.1	COX4I1P2	547	0	0	0	0	0
ENSG00000228872.2	AC096664.1	778	0	0	0	0	0
ENSG00000228874.1	AC090954.1	361	0	0	0	0	0
ENSG00000228876.3	AC010745.2	4012	0	0	0	0	0
ENSG00000228877.2	AL669970.3	428	0	0	0	0	0
ENSG00000228878.7	SEPT7-AS1	4051	3	0	0.166163981	0	0.08308199
ENSG00000228884.2	RPL23AP26	464	0	0	0	0	0
ENSG00000228886.1	AL138963.1	310	0	0	0	0	0
ENSG00000228887.3	EEF1DP1	896	22	43	5.509250857	7.775590444	6.642420651
ENSG00000228888.1	LINC01428	874	0	0	0	0	0
ENSG00000228889.6	UBAC2-AS1	1771	2	4	0.253389906	0.365943773	0.30966684
ENSG00000228897.1	AC012441.2	739	1	1	0.303622141	0.219244392	0.261433266
ENSG00000228898.1	MTCO1P43	488	0	0	0	0	0
ENSG00000228901.3	HMGN2P36	409	0	0	0	0	0
ENSG00000228903.7	RASA4CP	4056	1.5	0	0.082979572	0	0.041489786
ENSG00000228906.1	AL353804.1	451	1	4	0.497509451	1.436998719	0.967254085
ENSG00000228915.3	OR7E128P	1024	0	0	0	0	0
ENSG00000228917.1	AL591806.1	1109	0	0	0	0	0
ENSG00000228918.3	LINC01344	3161	0	0	0	0	0
ENSG00000228919.5	AC097381.1	1296	1	3	0.173130218	0.375050013	0.274090115
ENSG00000228923.1	AP000355.1	480	0	1	0	0.337545012	0.168772506
ENSG00000228925.1	AC016722.2	1835	1	0	0.122276165	0	0.061138082
ENSG00000228928.1	KPNA2P2	1489	4	1	0.60275826	0.108812361	0.35578531
ENSG00000228929.1	RPS13P2	455	53	47	26.13619428	16.73629771	21.436246
ENSG00000228933.7	AC107419.1	2820	0	0	0	0	0
ENSG00000228937.1	AC005539.1	1479	0	0	0	0	0
ENSG00000228938.3	SNRPD2P1	354	0	3	0	1.373064454	0.686532227
ENSG00000228939.1	AKT3-IT1	517	1	0	0.433997606	0	0.216998803
ENSG00000228940.1	AL391730.1	921	0	0	0	0	0
ENSG00000228941.1	UBE3AP2	2259	0	0	0	0	0
ENSG00000228943.1	AL137792.2	235	0	0	0	0	0
ENSG00000228944.1	AC004485.1	527	0	0	0	0	0
ENSG00000228948.2	SLC25A6P5	1353	2	0	0.331672967	0	0.165836484
ENSG00000228949.1	UGT1A12P	853	0	0	0	0	0
ENSG00000228950.1	AC023137.1	308	0	0	0	0	0
ENSG00000228951.1	AL365356.3	657	0	0	0	0	0
ENSG00000228952.1	LINC02041	246	1	7	0.912100659	4.610370889	2.761235774
ENSG00000228955.2	AL591623.2	222	0	0	0	0	0
ENSG00000228956.8	SATB1-AS1	13505	1	4	0.016614347	0.047988628	0.032301488
ENSG00000228957.1	AL512590.1	821	0	1	0	0.197346657	0.098673329
ENSG00000228958.1	PIGPP3	415	0	0	0	0	0
ENSG00000228959.1	AL049812.3	417	0	0	0	0	0
ENSG00000228960.6	OR2A9P	3337	0	1	0	0.048553073	0.024276537
ENSG00000228963.3	OR7E93P	907	0	0	0	0	0
ENSG00000228966.2	HOMER2P1	964	0	0	0	0	0
ENSG00000228970.6	UBTFL6	1024	0	0	0	0	0
ENSG00000228971.2	LINC02607	2182	0	0	0	0	0
ENSG00000228973.1	AC009955.1	271	0	0	0	0	0
ENSG00000228974.5	AC006483.1	313	0	0	0	0	0
ENSG00000228976.1	SUMO2P8	286	0	0	0	0	0
ENSG00000228979.4	PPIAP55	490	0	1	0	0.330656338	0.165328169
ENSG00000228980.3	LINC01205	2618	0	0	0	0	0
ENSG00000228981.3	AC097658.1	843	0	2	0	0.384392896	0.192196448
ENSG00000228982.1	AL627095.1	321	0	0	0	0	0
ENSG00000228983.9	SLC47A1P1	1402	0	0	0	0	0
ENSG00000228984.3	AC021451.1	1129	0	1	0	0.143508951	0.071754475
ENSG00000228986.1	AC234781.3	973	2	0	0.461206089	0	0.230603044
ENSG00000228988.1	AL353771.1	457	0	0	0	0	0
ENSG00000228992.2	RPL5P32	879	0	0	0	0	0
ENSG00000228997.1	AL136452.1	439	1	2	0.511108798	0.738139433	0.624624115
ENSG00000228998.4	AC091167.1	588	5.5	6.5	2.098762231	1.791055163	1.944908697
ENSG00000228999.3	AC096570.1	4118	0	0	0	0	0
ENSG00000229000.1	SEPT7P8	775	0	4	0	0.836240545	0.418120272
ENSG00000229001.1	ACTBP14	1089	0	0	0	0	0
ENSG00000229005.2	HNF4A-AS1	912	0	0	0	0	0
ENSG00000229007.1	EXOSC3P1	500	0	1	0	0.324043211	0.162021606
ENSG00000229012.1	AC003685.1	466	0	0	0	0	0
ENSG00000229013.1	AC083939.1	126	0	0	0	0	0
ENSG00000229014.3	RPL30P13	348	0	0	0	0	0
ENSG00000229015.2	AL450472.1	405	0	0	0	0	0
ENSG00000229017.6	LINC01277	2484	0	0	0	0	0
ENSG00000229018.5	PMS2P7	1336	0	0	0	0	0
ENSG00000229019.1	AL161457.1	905	0	0	0	0	0
ENSG00000229020.4	AKR7A2P1	915	0	0	0	0	0
ENSG00000229021.2	AL450992.1	4109	4.5	2.5	0.245727776	0.098577273	0.172152524
ENSG00000229022.1	AL365366.1	853	0	0	0	0	0
ENSG00000229023.1	AC067945.1	618	1	2	0.363069194	0.524341765	0.44370548
ENSG00000229027.3	HSFY1P1	1381	0	0	0	0	0
ENSG00000229028.2	KRT223P	1705	46	85	6.053566604	8.077323443	7.065445024
ENSG00000229031.1	MTCO1P25	1799	0	0	0	0	0
ENSG00000229032.1	AL445685.2	342	0	0	0	0	0
ENSG00000229035.2	SPRR2C	219	0	0	0	0	0
ENSG00000229036.7	VDAC1P8	5136	4.5	3	0.196591789	0.094638788	0.145615289
ENSG00000229037.2	BX323845.3	527	3	6	1.277287071	1.84464826	1.560967666
ENSG00000229042.2	AL031656.1	2133	0	0	0	0	0
ENSG00000229043.2	AC091729.3	2002	27	29	3.026060229	2.346966314	2.686513272
ENSG00000229044.1	AL451070.1	439	0	0	0	0	0
ENSG00000229047.1	AF127577.1	562	0	0	0	0	0
ENSG00000229048.5	DUTP1	470	0	0	0	0	0
ENSG00000229052.2	AL449283.1	3403	0	0	0	0	0
ENSG00000229054.1	RPS29P14	171	3	5	3.936434424	4.737473846	4.336954135
ENSG00000229056.2	HECW2-AS1	1607	0	0	0	0	0
ENSG00000229057.1	RPS3AP54	734	2	4	0.611380823	0.882951529	0.747166176
ENSG00000229060.4	AL451124.1	1026	0	0	0	0	0
ENSG00000229064.1	AC104073.1	151	2	3	2.971877645	3.218972295	3.09542497
ENSG00000229065.1	AL354893.2	529	1	0	0.42415267	0	0.212076335
ENSG00000229066.1	AC093459.1	1002	0	0	0	0	0
ENSG00000229067.1	AL714022.1	151	0	0	0	0	0
ENSG00000229068.1	TMPOP1	1267	0	0	0	0	0
ENSG00000229072.1	HMGN2P24	273	0	0	0	0	0
ENSG00000229081.1	LINC01165	1623	0	1	0	0.099828469	0.049914235
ENSG00000229082.2	OR5AW1P	856	0	0	0	0	0
ENSG00000229083.1	PSMA6P2	686	3	8	0.981239485	1.889464788	1.435352136
ENSG00000229087.1	AC007738.1	348	0	0	0	0	0
ENSG00000229088.1	MTND1P10	832	0	0	0	0	0
ENSG00000229089.8	ANKRD20A8P	8020	0	0	0	0	0
ENSG00000229091.3	HSPA8P8	1942	7	16	0.808773087	1.334884495	1.071828791
ENSG00000229093.1	OR51AB1P	620	0	0	0	0	0
ENSG00000229097.1	CALM2P2	440	26	39	13.25862686	14.36100594	13.8098164
ENSG00000229102.1	AC076966.1	351	0	0	0	0	0
ENSG00000229104.1	YY1P2	948	0	0	0	0	0
ENSG00000229106.1	BTBD6P1	1267	0	0	0	0	0
ENSG00000229107.2	ABHD17AP4	909	0	0	0	0	0
ENSG00000229108.1	LINC02587	697	1	1	0.32191788	0.232455675	0.277186777
ENSG00000229109.1	AL137847.1	444	0	2	0	0.729827052	0.364913526
ENSG00000229110.1	AC006355.1	1012	0	0	0	0	0
ENSG00000229111.1	MED4-AS1	542	0	0	0	0	0
ENSG00000229112.1	AL356583.2	280	0	0	0	0	0
ENSG00000229116.2	AL137026.1	1452	0	0	0	0	0
ENSG00000229117.9	RPL41	1108	89	159	18.02304317	23.25039285	20.63671801
ENSG00000229119.3	AC026403.1	295	27	52	20.53617823	28.55974064	24.54795943
ENSG00000229120.2	CYCSP4	331	0	0	0	0	0
ENSG00000229122.1	AGBL5-IT1	339	0	0	0	0	0
ENSG00000229124.6	VIM-AS1	1992	8	10	0.901111495	0.813361474	0.857236484
ENSG00000229127.1	AC007038.1	2199	8	10	0.816286538	0.736796751	0.776541645
ENSG00000229132.2	EIF4A1P10	1216	29	41	5.351090546	5.462899529	5.406995037
ENSG00000229133.1	RPS7P4	582	0	0	0	0	0
ENSG00000229140.9	CCDC26	30265	1	5	0.007413737	0.026767158	0.017090448
ENSG00000229142.1	HCG4P8	980	0	0	0	0	0
ENSG00000229145.1	ACTBP1	1113	0	0	0	0	0
ENSG00000229146.2	SNX18P4	838	0	0	0	0	0
ENSG00000229147.1	SMPD4P2	1634	0	0	0	0	0
ENSG00000229151.1	AC233976.1	451	0	0	0	0	0
ENSG00000229152.2	ANKRD10-IT1	800	44	56	12.34072192	11.34151239	11.84111715
ENSG00000229153.5	EPHA1-AS1	5316	2	1	0.084415637	0.030478105	0.057446871
ENSG00000229154.1	KCNQ5-AS1	1101	0	0	0	0	0
ENSG00000229155.1	LINC02038	984	25	27	5.700629121	4.445714786	5.073171953
ENSG00000229160.1	AC009229.2	351	0	0	0	0	0
ENSG00000229161.2	TCP1P1	1610	17	33	2.369195626	3.320939741	2.845067683
ENSG00000229162.1	AL445471.1	820	0	0	0	0	0
ENSG00000229163.2	NAP1L1P2	1089	0	0	0	0	0
ENSG00000229165.1	GDI2P1	1336	0	1	0	0.121273657	0.060636828
ENSG00000229167.1	AC114488.1	591	8	14	3.037248896	3.838075258	3.437662077
ENSG00000229168.4	RPL19P20	591	0	0	0	0	0
ENSG00000229172.1	AC073065.1	2866	0	0	0	0	0
ENSG00000229178.1	AC233280.1	1684	0	1	0	0.096212355	0.048106177
ENSG00000229180.7	AC006001.3	10101	51.5	54.5	1.143986066	0.874188447	1.009087256
ENSG00000229182.3	MRPS16P1	412	0	0	0	0	0
ENSG00000229184.2	ATP5PDP2	485	0	2	0	0.668130332	0.334065166
ENSG00000229186.4	ADAM1A	2129	11.5	14	1.211992844	1.065430943	1.138711894
ENSG00000229188.2	AL050349.1	401	0	0	0	0	0
ENSG00000229190.1	AC069542.1	557	0	0	0	0	0
ENSG00000229191.1	AL358473.1	3508	0	0	0	0	0
ENSG00000229192.6	AC004870.3	530	0	0	0	0	0
ENSG00000229195.1	AC009495.1	372	2	0	1.206326678	0	0.603163339
ENSG00000229196.3	AC087071.1	503	0	0	0	0	0
ENSG00000229197.1	RPS15AP28	386	0	0	0	0	0
ENSG00000229203.1	AC103564.1	562	0	0	0	0	0
ENSG00000229204.3	PTGES3P3	482	13	8	6.051655412	2.689155278	4.370405345
ENSG00000229205.4	LINC00200	3158	0	0	0	0	0
ENSG00000229207.1	SERPINH1P1	1249	1	0	0.179645126	0	0.089822563
ENSG00000229209.1	AC073987.1	638	0	1	0	0.25395236	0.12697618
ENSG00000229211.3	KCTD9P6	950	0	0	0	0	0
ENSG00000229212.8	AC044860.1	2972	0	1	0	0.054516018	0.027258009
ENSG00000229214.2	LINC00242	4496	1	2	0.049905863	0.072073668	0.060989766
ENSG00000229217.1	CYCSP11	315	0	0	0	0	0
ENSG00000229220.1	AC096633.1	749	0	0	0	0	0
ENSG00000229221.1	HNRNPA1P66	934	0	0	0	0	0
ENSG00000229222.1	KRT18P4	1288	1	5	0.174205561	0.62896586	0.40158571
ENSG00000229227.8	AL356056.1	2755	0	0	0	0	0
ENSG00000229230.3	MT1P3	177	0	0	0	0	0
ENSG00000229232.6	KRT18P53	117	0	0	0	0	0
ENSG00000229233.1	AC011891.1	432	1	1.5	0.519390653	0.562575019	0.540982836
ENSG00000229235.1	RPL37P18	243	0	0	0	0	0
ENSG00000229236.2	TTTY10	2609	0	0	0	0	0
ENSG00000229237.2	HMGN1P37	303	1	2	0.740517367	1.069449541	0.904983454
ENSG00000229239.2	AL451000.1	1186	0	0	0	0	0
ENSG00000229240.8	LINC00710	4230	0	0	0	0	0
ENSG00000229241.1	PNPT1P1	2315	2	11	0.193846015	0.76986508	0.481855548
ENSG00000229242.1	AL358452.1	800	0	0	0	0	0
ENSG00000229243.1	LINC01981	2833	0	0	0	0	0
ENSG00000229246.1	LINC00377	657	0	0	0	0	0
ENSG00000229251.3	HNRNPA1P8	951	0	0	0	0	0
ENSG00000229256.1	ST13P13	1092	0	0	0	0	0
ENSG00000229257.2	AL807752.2	301	0	1	0	0.538277759	0.26913888
ENSG00000229258.5	LPGAT1-AS1	1359	2	0	0.330208627	0	0.165104314
ENSG00000229261.1	AL596223.1	1933	0	0	0	0	0
ENSG00000229262.1	AL160411.1	400	0	0	0	0	0
ENSG00000229263.1	AC004691.1	547	0	0	0	0	0
ENSG00000229267.2	AC016708.1	2108	3	4	0.319321768	0.307441377	0.313381572
ENSG00000229268.1	PES1P2	1735	0	1	0	0.093384211	0.046692105
ENSG00000229269.1	AL451048.1	217	0	0	0	0	0
ENSG00000229272.1	AL157788.1	229	0	0	0	0	0
ENSG00000229273.1	BX664615.1	458	0	0	0	0	0
ENSG00000229274.1	AL662860.1	877	0	0	0	0	0
ENSG00000229276.1	REV3L-IT1	382	0	0	0	0	0
ENSG00000229278.2	AL133353.1	837	0	0	0	0	0
ENSG00000229280.1	EEF1DP6	372	0	0	0	0	0
ENSG00000229282.2	AL031963.2	1032	0	0	0	0	0
ENSG00000229283.1	AL356387.1	476	0	0	0	0	0
ENSG00000229288.1	AL451142.2	2090	0	0	0	0	0
ENSG00000229291.1	AL139161.1	190	0	0	0	0	0
ENSG00000229292.1	RFPL4AL1	908	0	0	0	0	0
ENSG00000229294.1	AL139294.1	512	0	0	0	0	0
ENSG00000229298.1	TUBB8P1	727	0	0	0	0	0
ENSG00000229299.2	AL121845.1	471	0	0	0	0	0
ENSG00000229303.1	PPIAP25	540	0	0	0	0	0
ENSG00000229305.1	AL358876.1	1075	0	0	0	0	0
ENSG00000229306.1	AP001464.1	323	0	0	0	0	0
ENSG00000229312.2	AL353693.1	442	0	0	0	0	0
ENSG00000229313.1	AL133268.3	577	0	0	0	0	0
ENSG00000229314.5	ORM1	901	0	0	0	0	0
ENSG00000229315.6	MCHR2-AS1	1268	0	0	0	0	0
ENSG00000229316.1	HMGB1P45	653	0	0	0	0	0
ENSG00000229320.3	KRT8P12	2047	145	201	15.89381071	15.90930274	15.90155672
ENSG00000229321.1	AC008269.1	646	0	0	0	0	0
ENSG00000229322.1	AC244197.1	951	0	0	0	0	0
ENSG00000229324.1	NUTF2P7	375	1	1	0.598338032	0.432057615	0.515197824
ENSG00000229325.1	ACAP2-IT1	690	7	4	2.276285993	0.939255684	1.607770839
ENSG00000229326.3	AC069154.1	542	0	0	0	0	0
ENSG00000229327.1	AL391839.1	265	0	0	0	0	0
ENSG00000229330.2	AC006947.1	484	0	0	0	0	0
ENSG00000229331.1	GK-IT1	397	0	0	0	0	0
ENSG00000229332.2	PGBD4P8	562	0	0	0	0	0
ENSG00000229334.1	AC046143.1	972	3	4	0.692520871	0.666755578	0.679638225
ENSG00000229335.1	DANT1	446	0	0	0	0	0
ENSG00000229336.1	AP000568.1	442	0	0	0	0	0
ENSG00000229337.1	AC079305.3	218	0	0	0	0	0
ENSG00000229338.1	AL136084.1	318	0	0	0	0	0
ENSG00000229344.1	MTCO2P12	682	4	4	1.31599274	0.950273346	1.133133043
ENSG00000229347.1	AL596268.1	1048	1	0	0.214099964	0	0.107049982
ENSG00000229348.1	HYI-AS1	545	0	0	0	0	0
ENSG00000229349.2	ACTG1P9	2658	0	2	0	0.12191242	0.06095621
ENSG00000229356.1	LRRC3-DT	784	0	0	0	0	0
ENSG00000229357.1	CYCSP51	318	0	0	0	0	0
ENSG00000229358.3	DPY19L1P1	2594	9	13	0.778485297	0.811981832	0.795233564
ENSG00000229359.2	PIN1P1	996	0	0	0	0	0
ENSG00000229361.5	UBTFL7	1191	0	0	0	0	0
ENSG00000229367.1	HMGN2P19	265	0	0	0	0	0
ENSG00000229368.1	AC090587.2	527	2	0	0.851524714	0	0.425762357
ENSG00000229369.1	AL450263.2	589	0	0	0	0	0
ENSG00000229370.1	AC073062.1	455	0	3	0	1.068274322	0.534137161
ENSG00000229372.1	SZT2-AS1	699	2	5	0.641993597	1.158952829	0.900473213
ENSG00000229373.8	LINC00452	3578	6	2	0.376260641	0.090565459	0.23341305
ENSG00000229375.1	USP24P1	779	0	0	0	0	0
ENSG00000229376.3	CICP3	2455	0	0	0	0	0
ENSG00000229379.1	AC006041.1	328	0	0	0	0	0
ENSG00000229382.1	BX322557.1	379	0	0	0	0	0
ENSG00000229384.2	HMGB1P16	540	0	0	0	0	0
ENSG00000229386.3	OR8B9P	5216	0	0	0	0	0
ENSG00000229388.1	LINC01715	978	0	0	0	0	0
ENSG00000229390.1	MICD	813	0	1	0	0.199288568	0.099644284
ENSG00000229391.7	HLA-DRB6	1326	52.67	95.67	8.912461587	11.68974887	10.30110523
ENSG00000229393.1	AL139246.4	514	0	0	0	0	0
ENSG00000229398.1	AL031667.1	725	0	0	0	0	0
ENSG00000229399.1	AL592148.1	445	0	0	0	0	0
ENSG00000229401.1	MIR5689HG	860	0	0	0	0	0
ENSG00000229402.1	AL162151.1	561	1	0	0.399958578	0	0.199979289
ENSG00000229403.1	AC005999.1	588	0	0	0	0	0
ENSG00000229404.5	LINC00858	2879	0	0	0	0	0
ENSG00000229407.5	AL359853.1	601	0	1	0	0.269586698	0.134793349
ENSG00000229414.2	KCNQ1-AS1	1084	0	0	0	0	0
ENSG00000229417.1	NPM1P25	854	1	1	0.262736255	0.18972085	0.226228553
ENSG00000229419.1	RALGAPA1P1	6232	19	18	0.684075494	0.467969977	0.576022736
ENSG00000229422.2	AL512625.2	1164	0	1	0	0.139193819	0.06959691
ENSG00000229423.2	RPL27AP8	446	0	0	0	0	0
ENSG00000229425.2	AJ009632.2	8941	0	0	0	0	0
ENSG00000229427.1	ANKRD26P4	950	0	0	0	0	0
ENSG00000229431.1	AL139289.1	731	1	0	0.306944955	0	0.153472478
ENSG00000229433.1	LINC02069	2591	0	0	0	0	0
ENSG00000229435.2	PIP5K1P2	1120	2	0	0.40067279	0	0.200336395
ENSG00000229437.1	LINC00366	435	0	0	0	0	0
ENSG00000229440.1	AL139413.1	217	0	0	0	0	0
ENSG00000229442.2	THEMIS3P	1586	0	0	0	0	0
ENSG00000229443.1	LINC00433	1055	0	0	0	0	0
ENSG00000229444.1	AL451062.1	469	0	0	0	0	0
ENSG00000229447.2	AC114495.2	437	1	2	0.513447968	0.741517645	0.627482807
ENSG00000229453.2	SPINK8	444	0	0	0	0	0
ENSG00000229455.2	RPS10P18	495	0	1	0	0.327316375	0.163658187
ENSG00000229456.1	RLIMP1	1680	0	0	0	0	0
ENSG00000229457.1	LINC01789	1196	0	0	0	0	0
ENSG00000229458.2	AC010157.1	527	0	0	0	0	0
ENSG00000229459.1	AC023669.1	524	0	0	0	0	0
ENSG00000229462.1	AC127383.1	1800	0	0	0	0	0
ENSG00000229463.2	LYST-AS1	521	0	0	0	0	0
ENSG00000229465.1	ACTG1P11	1125	0	0	0	0	0
ENSG00000229466.1	LINC02627	456	0	0	0	0	0
ENSG00000229468.1	RPL39P18	155	0	0	0	0	0
ENSG00000229473.2	RGS17P1	553	1	3.5	0.405744597	1.0254532	0.715598898
ENSG00000229474.6	PATL2	4771	26	29	1.222761647	0.984830551	1.103796099
ENSG00000229484.1	AC243836.1	438	0	0	0	0	0
ENSG00000229486.2	AC104454.1	1401	0	0	0	0	0
ENSG00000229487.1	ALG13-AS1	195	0	0	0	0	0
ENSG00000229491.5	AC136489.1	1725	2	0	0.260146971	0	0.130073485
ENSG00000229492.1	FO681548.1	1132	0	0	0	0	0
ENSG00000229494.1	AC012494.1	1103	0	0	0	0	0
ENSG00000229497.1	AC005189.1	310	0	0	0	0	0
ENSG00000229498.1	AC105053.1	1711	1	0	0.131137792	0	0.065568896
ENSG00000229502.5	AL391863.1	1019	0	0	0	0	0
ENSG00000229503.1	AC092155.2	477	0	0	0	0	0
ENSG00000229505.1	AC104455.1	736	0	0	0	0	0
ENSG00000229512.1	AC068580.1	252	1	2	0.890383977	1.285885758	1.088134868
ENSG00000229519.2	AL591866.1	401	0	0	0	0	0
ENSG00000229521.2	MYCBP2-AS2	428	0	0	0	0	0
ENSG00000229522.1	LINC01523	450	1	0	0.498615027	0	0.249307514
ENSG00000229525.1	AC053503.2	1598	0	0	0	0	0
ENSG00000229528.1	AC119677.1	471	0	0	0	0	0
ENSG00000229531.5	Z99127.1	971	1	0	0.231078025	0	0.115539012
ENSG00000229534.1	HNRNPA1P53	946	0	0	0	0	0
ENSG00000229536.2	LINC02572	2101	0	0	0	0	0
ENSG00000229539.1	AL353194.1	441	4	5	2.035163376	1.836979655	1.936071515
ENSG00000229544.9	NKX1-2	3211	0	0	0	0	0
ENSG00000229554.2	RPL21P24	448	0	0	0	0	0
ENSG00000229557.1	LINC00379	545	0	1	0	0.29728735	0.148643675
ENSG00000229559.2	AL353597.2	943	0	0	0	0	0
ENSG00000229562.1	ZFYVE9P1	1724	0	0	0	0	0
ENSG00000229563.6	LINC01204	5260	1	0	0.042657179	0	0.02132859
ENSG00000229565.1	LINC02264	576	0	0	0	0	0
ENSG00000229567.1	AL139421.1	169	2	0	2.655346298	0	1.327673149
ENSG00000229569.1	AL356753.1	2018	0	0	0	0	0
ENSG00000229570.2	GAPDHP58	1006	1	0	0.223038531	0	0.111519266
ENSG00000229572.1	EIF4BP4	1780	0	0	0	0	0
ENSG00000229582.3	AL358074.1	2390	0	0	0	0	0
ENSG00000229585.4	RPL21P44	472	0	1	0	0.343266113	0.171633057
ENSG00000229586.2	TNPO1P3	2662	0	5	0	0.304323076	0.152161538
ENSG00000229587.2	AL158825.2	670	0	0	0	0	0
ENSG00000229589.1	ACVR2B-AS1	2517	4	4	0.356578088	0.25748368	0.307030884
ENSG00000229590.3	MSX2P1	773	0.5	0	0.14513374	0	0.07256687
ENSG00000229591.1	AC006017.1	673	0	2	0	0.481490655	0.240745328
ENSG00000229593.1	SUCLA2P3	1357	0	0	0	0	0
ENSG00000229595.1	AL109810.1	495	0	0	0	0	0
